ingredient_id,ingredient_name,language,is_alcoholic,old_category_id,new_category_id,category_name,description,reasoning,processed_at
1081,Pineappleb,ENG,False,,10,Fruits,,Pineapple is a tropical fruit commonly used in cocktails both as a fresh ingredient and as juice. It is classified botanically as a fruit and is referenced as such in cocktail ingredient guides and re,2025-08-20T19:21:46.498568
1087,Chilled club soda,ENG,False,,5,Other not alcohol,,"Chilled club soda is a carbonated water with added minerals, used as a non-alcoholic mixer in cocktails. It does not fit categories like 'Lemonade', 'Syrup', 'Coffee', 'Juice', 'Fruits', or 'Vegetable",2025-08-20T19:21:52.635194
1089,Calvados or apple brandy,ENG,True,,11,Brandy,,"Calvados and apple brandy are both types of brandy distilled from apples (and sometimes pears), rather than grapes. Multiple authoritative sources explicitly state that Calvados is a variety of brandy",2025-08-20T19:21:52.726095
1085,"Cucumber (preferably
english cucumber)",ENG,False,,15,Vegetables,,"Cucumber, including English cucumber, is botanically classified as a vegetable and is used in cocktails primarily as a fresh, non-alcoholic ingredient, either muddled, juiced, or sliced for flavor and",2025-08-20T19:21:53.318852
1086,Applejack (or calvados),ENG,True,,11,Brandy,,"Applejack and calvados are both types of apple brandy, distilled from apples. Applejack is specifically defined as a type of brandy produced from apples, and calvados is a well-known French apple bran",2025-08-20T19:21:53.749177
1088,1½ ounces,ENG,True,,14,Vodka,,"The ingredient '1½ ounces' is a measurement, not a specific ingredient, but in the context of cocktail recipes, this amount is commonly used for base spirits. Multiple authoritative cocktail guides an",2025-08-20T19:21:54.209039
1090,Chilled ginger ale,ENG,False,,5,Other not alcohol,,"Chilled ginger ale is a carbonated soft drink flavored with ginger and is non-alcoholic. It does not fit categories such as 'Lemonade', 'Syrup', 'Coffee', 'Juice', 'Fruits', or 'Vegetables'. The most ",2025-08-20T19:22:05.414726
1091,Cointreau or triple sec,ENG,True,,3,Liqueur,,"Cointreau and triple sec are both orange-flavored liqueurs, with Cointreau being a premium brand of triple sec. Both are classified as liqueurs due to their production methods, flavor profiles, and su",2025-08-20T19:22:05.872889
1094,Cointreau (or triple sec),ENG,True,,3,Liqueur,,"Cointreau and triple sec are both orange-flavored spirits that fall under the category of liqueurs, as they are sweetened, flavored spirits with specific production and quality requirements. Multiple ",2025-08-20T19:22:05.884670
1093,Fresh lemon (or lime) juice,ENG,False,,13,Juice,,"Fresh lemon (or lime) juice is the liquid extracted directly from the fruit and is widely used in cocktails for its acidity and flavor[2][3][4]. It is not a syrup, lemonade, or whole fruit, but specif",2025-08-20T19:22:06.003810
1092,Brandy (or cognac),ENG,True,,11,Brandy,,"Brandy is a distilled spirit made from fermented grape juice, and cognac is a specific type of brandy produced in the Cognac region of France[1][2][3][4]. In cocktail contexts, 'brandy (or cognac)' re",2025-08-20T19:22:07.482662
1095,Calvados (or other apple brandy),ENG,True,,11,Brandy,,"Calvados is a French brandy made from apples (and sometimes pears), and is classified as an apple brandy. It is distilled and aged in oak barrels, fitting the definition of brandy as a spirit distille",2025-08-20T19:22:18.442336
1097,Calvados (or applejack),ENG,True,,11,Brandy,,"Calvados is a type of French brandy made from apples (and sometimes pears), and applejack is also an apple-based brandy. Both are distilled spirits in the brandy family, not liqueurs, rums, or any oth",2025-08-20T19:22:19.044289
1098,Cognac (or brandy),ENG,True,,11,Brandy,,"Cognac is a specific type of brandy, produced in the Cognac region of France and made by distilling wine from grapes[2][3]. The phrase 'Cognac (or brandy)' directly indicates that either Cognac or ano",2025-08-20T19:22:19.410950
1096,Kirsch (or other cherry brandy),ENG,True,,11,Brandy,,"Kirsch (or Kirschwasser) is a clear, unaged brandy distilled from fermented cherries, specifically classified as a fruit brandy. It is not a liqueur, as it contains no added sugar, and is not a rum, v",2025-08-20T19:22:20.631656
1099,Fresh lime  juice,ENG,False,,13,Juice,,"Fresh lime juice is the liquid extracted from limes and is used as a tart, acidic component in cocktails. It is not a syrup, fruit, or vegetable itself, but rather the juice derived from a fruit. The ",2025-08-20T19:22:20.824334
1103,Egg white (optional,ENG,False,,5,Other not alcohol,,"Egg white is a non-alcoholic ingredient commonly used in cocktails to add texture and froth, but it does not fit into categories such as 'Lemonade', 'Syrup', 'Coffee', 'Fruits', 'Juice', or 'Vegetable",2025-08-20T19:22:34.222032
1102,Chilled apple cider,ENG,True,,6,Beer,,"Chilled apple cider, when alcoholic, is classified as 'hard cider,' which is a fermented beverage made from apples. In beverage categorization, hard cider is most closely aligned with beer due to its ",2025-08-20T19:22:34.815034
1104,"Chilled prosecco (or other
dry sparkling wine)",ENG,True,,12,Wine,,"Prosecco is a type of sparkling wine, specifically an Italian sparkling white wine, and dry sparkling wines are also classified as wines. The ingredient 'Chilled prosecco (or other dry sparkling wine)",2025-08-20T19:22:35.246651
1100,Crème de noyaux (or amaretto),ENG,True,,3,Liqueur,,"Crème de noyaux is described as a liqueur made by infusing fruit kernels (such as apricot, peach, or cherry) in alcohol, then sweetening the result, and is often categorized alongside almond or nut li",2025-08-20T19:22:35.879102
1101,Dry sherry,ENG,True,,12,Wine,,"Dry sherry is a type of fortified wine, specifically produced in Spain, and is consistently described in cocktail and spirits references as a wine rather than a spirit, liqueur, or other category. It ",2025-08-20T19:22:36.869715
1108,Small fresh mint leaves,ENG,False,,5,Other not alcohol,,"Small fresh mint leaves are a non-alcoholic, aromatic herb commonly used in cocktails for flavor and garnish. They do not fit the categories of 'Lemonade', 'Syrup', 'Coffee', 'Other alcohol', 'Fruits'",2025-08-20T19:22:48.697799
1106,Chilled guinnes,ENG,True,,6,Beer,,"Guinness is a type of stout, which is a style of beer made from water, malted barley, roasted barley, hops, and yeast[1]. It is commonly used in cocktails as a beer ingredient and is not classified as",2025-08-20T19:22:49.065689
1109,"Chilled prosecco (or
champagne)",ENG,True,,12,Wine,,"Prosecco and champagne are both types of sparkling wine. They are not spirits, liqueurs, beer, or brandy, but are classified as wine due to their production from fermented grapes and their categorizat",2025-08-20T19:22:49.631221
1107,Vodka (or gin),ENG,True,,14,Vodka,,"The ingredient 'Vodka (or gin)' refers to two distinct base spirits, but only 'Vodka' is present as a category in the provided list. Both vodka and gin are distilled spirits, but gin is not listed as ",2025-08-20T19:22:50.614534
1105,White peach purée (or peach nectar),ENG,False,,5,Other not alcohol,,"White peach purée (or peach nectar) is a non-alcoholic ingredient made by blending peaches into a smooth, thick liquid, sometimes with added sugar. It is not a juice (which is typically strained and m",2025-08-20T19:22:51.740525
1113,"Mandarine napoléon liqueur (or
triple sec)",ENG,True,,3,Liqueur,,"Both Mandarine Napoléon liqueur and triple sec are orange-flavored liqueurs, and triple sec is specifically defined as a type of liqueur in multiple authoritative sources[1][2][3][4][5]. Neither is a ",2025-08-20T19:23:03.085566
1114,"Fresh strawberry, hulled",ENG,False,,10,Fruits,,"Fresh strawberries are botanically classified as fruits and are used as such in cocktail recipes, either muddled, pureed, or as garnish[1][3][4]. The ingredient 'Fresh strawberry, hulled' refers speci",2025-08-20T19:23:03.613635
1111,Chilled brut champagne,ENG,True,,12,Wine,,Chilled brut champagne is a type of sparkling wine produced in the Champagne region of France and is classified as wine in beverage taxonomy. Multiple cocktail recipes and guides refer to champagne as,2025-08-20T19:23:03.994436
1110,Absinthe (or pernod),ENG,True,,4,Absinthe,,"Absinthe is a distinct, high-proof spirit made from botanicals such as wormwood, anise, and fennel, and is not classified as a liqueur or any other spirit type listed. Pernod is a brand of pastis, whi",2025-08-20T19:23:04.184896
1112,Chilled dry champagne,ENG,True,,12,Wine,,"Chilled dry champagne is a type of sparkling wine produced in the Champagne region of France. In cocktail recipes, it is used as a wine ingredient, distinct from spirits like rum, vodka, or liqueurs. ",2025-08-20T19:23:04.582173
1117,Good-quality rum,ENG,True,,1,Rum,,"Good-quality rum is a distilled alcoholic spirit made from sugarcane byproducts such as molasses or sugarcane juice, and is classified as 'Rum' according to standard spirit categories. It is used in a",2025-08-20T19:23:16.395803
1116,Rosso (sweet) vermouth,ENG,True,,12,Wine,,"Rosso (sweet) vermouth is classified as an aromatized, fortified wine, made from a wine base and fortified with additional alcohol and botanicals. It is not a liqueur, spirit, or beer, but specificall",2025-08-20T19:23:16.972090
1119,Pimm’s no. 1 4 to,ENG,True,,3,Liqueur,,"Pimm’s No. 1 is consistently described as a gin-based liqueur, specifically a type of fruit cup or 'cup' liqueur, with a blend of gin, fruit, spices, and botanicals. Multiple authoritative sources—inc",2025-08-20T19:23:17.776352
1118,Aged bacardi (8 years old),ENG,True,,1,Rum,,"Aged Bacardi (8 years old) is a type of rum that has been matured in oak barrels for an extended period, resulting in a richer and more complex flavor profile. Bacardi is a well-known rum producer, an",2025-08-20T19:23:17.924441
1115,Peychaud’s bitters,ENG,True,,3,Liqueur,,"Peychaud’s bitters is an alcoholic cocktail ingredient classified as an aromatic or cocktail bitters, which are alcohol-based infusions of botanicals used in small quantities to flavor drinks[1][4][5]",2025-08-20T19:23:20.920378
1124,Chilled club soda (optional),ENG,False,,5,Other not alcohol,,"Club soda is a carbonated water with added minerals, commonly used as a non-alcoholic mixer in cocktails. It does not fit categories like 'Lemonade', 'Syrup', 'Coffee', 'Fruits', 'Juice', or 'Vegetabl",2025-08-20T19:23:34.111459
1122,"Crème de mûre (blackberry
liqueur)",ENG,True,,3,Liqueur,,"Crème de mûre (blackberry liqueur) is an alcoholic beverage made by macerating blackberries in neutral alcohol and adding sugar, resulting in a sweet, fruit-flavored liqueur. Multiple sources explicit",2025-08-20T19:23:34.547595
1121,"Mandarine napoléon (or other
orange liqueur)",ENG,True,,3,Liqueur,,"Mandarine Napoléon is an orange liqueur made from mandarin oranges, cognac, and botanicals, and is classified as a liqueur in cocktail ingredient references. It is not a rum, absinthe, beer, brandy, w",2025-08-20T19:23:34.935707
1123,Orgeat (or almond) syrup,ENG,False,,7,Syrup,,"Orgeat (or almond) syrup is a sweet, non-alcoholic syrup made primarily from almonds, sugar, and sometimes floral waters, and is widely used as a flavoring syrup in cocktails and beverages. Its defini",2025-08-20T19:23:34.943817
1120,"Poire williams (or other pear
brandy)",ENG,True,,11,Brandy,,"Poire Williams (or other pear brandy) is a type of fruit brandy distilled from pears, specifically the Williams pear. It is classified as an eau de vie, which is a clear, unsweetened fruit brandy. Mul",2025-08-20T19:24:35.112225
1126,"Chilled ginger ale or ginger
beer",ENG,True,,6,Beer,,"Ginger beer is a fermented, carbonated beverage that historically contained alcohol, and even though most modern commercial ginger beers are non-alcoholic, the ingredient specified here is alcoholic. ",2025-08-20T19:24:46.586453
1128,Chilled tonic water,ENG,False,,5,Other not alcohol,,"Chilled tonic water is a non-alcoholic, carbonated soft drink flavored with quinine and sweeteners, commonly used as a mixer in cocktails. It does not fit into the categories of lemonade, syrup, coffe",2025-08-20T19:24:46.833578
1125,Chilled ginger beer,ENG,True,,6,Beer,,"Ginger beer, including 'chilled ginger beer,' is classified as a type of beer due to its traditional brewing process and name, even though most modern ginger beers are non-alcoholic or low in alcohol.",2025-08-20T19:24:46.992548
1129,Dry red wine,ENG,True,,12,Wine,,"Dry red wine is a type of wine made from red grape varieties with minimal residual sugar, and is classified as 'wine' in both cocktail recipes and beverage taxonomy. It is not a distilled spirit, liqu",2025-08-20T19:24:47.206825
1127,Good-quality gin,ENG,True,,0,No matching category,,"Gin is a distinct category of spirit, defined by its juniper-forward botanical profile and production process[1][2]. None of the provided categories—'Rum', 'Liqueur', 'Absinthe', 'Beer', 'Brandy', 'Wi",2025-08-20T19:24:49.885490
1134,Noilly pratt dry vermouth,ENG,True,,12,Wine,,"Noilly Prat Dry Vermouth is a type of vermouth, which is a fortified and aromatized wine made from white wine and infused with botanicals. Multiple sources explicitly categorize it as a wine or fortif",2025-08-20T19:25:02.480588
1133,Chilled gin,ENG,True,,,,,"The ingredient 'Chilled gin' is a type of gin, which is a distinct category of distilled spirit flavored primarily with juniper berries[2][3][1]. None of the available categories ('Rum', 'Liqueur', 'A",2025-08-20T19:25:02.564745
1132,Extra-dry vermouth,ENG,True,,12,Wine,,"Extra-dry vermouth is a type of vermouth, which is an aromatized and fortified wine made from a base of white wine, infused with botanicals, and fortified with neutral spirit. It is classified as a fo",2025-08-20T19:25:03.131445
1130,"Black sambuca (such as opal
nera)",ENG,True,,3,Liqueur,,"Black sambuca, including brands like Opal Nera, is consistently described as an anise-flavored liqueur produced by infusing herbs and spices such as licorice and elderberries, and is classified as a l",2025-08-20T19:25:03.611862
1131,Fresh key lime or other lime juice,ENG,False,,13,Juice,,"Fresh key lime or other lime juice is the liquid extracted from limes, used as a sour component in cocktails and non-alcoholic drinks. It is not a whole fruit, syrup, or lemonade, but specifically a t",2025-08-20T19:25:04.038803
1135,Or orange peel,ENG,False,,10,Fruits,,"Orange peel is the outer skin of the orange fruit, commonly used as a garnish or flavoring in cocktails. It is not a juice, syrup, vegetable, or a processed non-alcoholic ingredient, but rather a dire",2025-08-20T19:25:14.666686
1136,Noilly prat dry vermouth,ENG,True,,12,Wine,,"Noilly Prat Dry Vermouth is a type of vermouth, which is classified as a fortified and aromatized wine. It is made from wine that is fortified and infused with botanicals, and is not a spirit, liqueur",2025-08-20T19:25:15.388415
1139,Egg white (optional),ENG,False,,5,Other not alcohol,,"Egg white is a non-alcoholic ingredient commonly used in cocktails to add texture and foam, but it is not a fruit, vegetable, juice, syrup, coffee, lemonade, or alcohol. Among the available categories",2025-08-20T19:25:15.450318
1138,"Fresh pink (or regular)
grapefruit juice",ENG,False,,13,Juice,,Fresh pink (or regular) grapefruit juice is the liquid extracted from grapefruits and is commonly used as a non-alcoholic mixer in cocktails. It is specifically referred to as 'grapefruit juice' in co,2025-08-20T19:25:15.548928
1137,"Angostura or peychaud’s
bitters",ENG,True,,3,Liqueur,,"Angostura and Peychaud’s bitters are highly alcoholic, concentrated herbal preparations used primarily as cocktail flavoring agents. They are made by infusing high-proof alcohol with botanicals, resul",2025-08-20T19:25:19.071664
1141,Tia maria (or other co,ENG,True,,3,Liqueur,,"Tia Maria is a coffee-flavored liqueur made from coffee beans, Jamaican rum, vanilla, and sugar, with an alcohol content of 20%. It is consistently described as a liqueur in authoritative sources and ",2025-08-20T19:25:29.572699
1143,Kahlúa (or other co,ENG,True,,3,Liqueur,,"Kahlúa is a coffee-flavored liqueur made with rum, coffee, and sugar, and is consistently described as a liqueur in cocktail recipes and ingredient lists. It is not classified as rum, vodka, or any ot",2025-08-20T19:25:31.162653
1140,Chilled white crème de cacao,ENG,True,,3,Liqueur,,"Chilled white crème de cacao is a type of chocolate liqueur, specifically a crème liqueur with a high sugar content and an alcohol content typically between 20–25% ABV. It is not a spirit like rum, vo",2025-08-20T19:25:31.162994
1142,Kahlúa or tia maria,ENG,True,,3,Liqueur,,"Both Kahlúa and Tia Maria are classified as coffee liqueurs, which are sweetened alcoholic beverages flavored with coffee and other ingredients such as vanilla and sugar. Multiple sources explicitly r",2025-08-20T19:25:31.802316
1144,Pimm’s no. 1,ENG,True,,3,Liqueur,,"Pimm’s No. 1 is consistently described as a gin-based liqueur, made by infusing gin with fruit, herbs, and spices. Multiple authoritative sources, including Diageo Bar Academy and Wikipedia, refer to ",2025-08-20T19:25:32.795151
1146,Demerera or spiced rum,ENG,True,,1,Rum,,"Demerara rum is a style of rum produced in Guyana, known for its distinctive flavor and commonly used in cocktails[2][5]. Spiced rum is also a type of rum, typically infused with spices and sometimes ",2025-08-20T19:25:45.391402
1147,Good-quality light rum,ENG,True,,1,Rum,,"Good-quality light rum is a type of rum, specifically a light-bodied or white rum, which is commonly used in cocktails such as the Daiquiri and Mojito. It is distilled from sugarcane products and fits",2025-08-20T19:25:45.586747
1145,Bacardi light or gold rum,ENG,True,,1,Rum,,"Bacardi light or gold rum are both types of rum: light (white) rum is a clear, mild-flavored spirit commonly used in cocktails, while gold rum is slightly aged and has more complexity. Both are distil",2025-08-20T19:25:45.803106
1148,Cachaça (or light rum),ENG,True,,1,Rum,,"Cachaça is a Brazilian distilled spirit made from fermented sugarcane juice, similar to rum, which is typically made from molasses or sugarcane by-products. Although cachaça and rum have distinct prod",2025-08-20T19:25:47.540693
1149,Gold or dark rum,ENG,True,,1,Rum,,"Gold or dark rum are both types of rum, distinguished by their color and aging process. Gold rum is typically aged in oak barrels, giving it a richer flavor and color than white rum, while dark rum is",2025-08-20T19:25:47.903756
1153,Ginger syrup or simple syrup,ENG,False,,7,Syrup,,"Ginger syrup and simple syrup are both sweetened liquid ingredients made by dissolving sugar in water, often with added flavors such as ginger. They are specifically referred to as 'syrup' in cocktail",2025-08-20T19:26:03.155827
1154,Fresh ginger (optional),ENG,False,,15,Vegetables,,"Fresh ginger is botanically classified as a rhizome, which is a type of underground stem commonly grouped with vegetables in culinary contexts. In cocktail recipes, 'fresh ginger' refers to the raw, u",2025-08-20T19:26:03.294153
1152,Chilled cola,ENG,False,,5,Other not alcohol,,"Chilled cola is a carbonated soft drink and a common non-alcoholic mixer in cocktails. It does not fit into the categories of 'Lemonade', 'Syrup', 'Coffee', 'Fruits', 'Juice', or 'Vegetables'. The mos",2025-08-20T19:26:03.380979
1150,Sugar or turbinado sugar,ENG,False,,5,Other not alcohol,,"Sugar and turbinado sugar are non-alcoholic sweeteners commonly used in cocktails either directly or as the base for syrups, but they are not themselves syrups, juices, fruits, or vegetables. The most",2025-08-20T19:26:03.736102
1151,Coconut sorbet or gelato,ENG,False,,5,Other not alcohol,,"Coconut sorbet or gelato is a frozen dessert made primarily from coconut milk, coconut cream, coconut water, sugar, and sometimes fruit juice, but it is not a fruit itself, a juice, a syrup, a vegetab",2025-08-20T19:26:05.194736
1155,"Seeded, cubed watermelon",ENG,False,,10,Fruits,,"Seeded, cubed watermelon is the fresh, edible part of the watermelon plant, which is botanically classified as a fruit. Multiple cocktail recipes use watermelon cubes as a fruit ingredient, and it is ",2025-08-20T19:26:12.011114
1157,Fresh or frozen raspberries,ENG,False,,10,Fruits,,"Fresh or frozen raspberries are whole, edible fruits used directly in cocktails as a garnish, muddled ingredient, or blended component. They are not processed into juice, syrup, or any other form, and",2025-08-20T19:26:12.137355
1159,"Chilled ginger beer (or
ginger ale)",ENG,True,,6,Beer,,"Ginger beer (and ginger ale) are carbonated beverages commonly used as mixers in cocktails, but despite the name, most commercial ginger beer is non-alcoholic. However, when specified as 'alcoholic,' ",2025-08-20T19:26:12.861685
1158,Lime wheel,ENG,False,,10,Fruits,,"A lime wheel is a slice of fresh lime, which is a citrus fruit. It is used as a garnish in cocktails and mocktails, and is not processed into juice, syrup, or any other form. The most accurate categor",2025-08-20T19:26:13.327405
1156,"Banana, peeled and sliced",ENG,False,,10,Fruits,,"Banana, when peeled and sliced, is a fresh fruit used directly in cocktails for its natural sweetness and texture. Multiple sources describe banana as a fruit ingredient in both alcoholic and non-alco",2025-08-20T19:26:14.269071
1162,"Myers’s dark or other dark
jamaican rum",ENG,True,,1,Rum,,"Myers’s dark or other dark Jamaican rum is a distilled spirit made from Jamaican molasses, classified specifically as a dark rum. It is not a liqueur, absinthe, beer, brandy, wine, or vodka, but rathe",2025-08-20T19:26:24.700498
1163,"Martinique rhum vieux or other
aged rum",ENG,True,,1,Rum,,"Martinique rhum vieux and other aged rums are distilled spirits made from sugarcane (either juice or molasses) and matured in barrels, which places them squarely in the 'Rum' category. Specifically, '",2025-08-20T19:26:25.385030
1160,Tangerine (or orange),ENG,False,,10,Fruits,,"Tangerine (or orange) is a whole fruit, and in cocktail recipes it is commonly used either as a fresh fruit, garnish, or muddled ingredient, distinct from its juice form. The most appropriate category",2025-08-20T19:26:25.473176
1164,Orgeat or almond-flavored syrup,ENG,False,,7,Syrup,,"Orgeat is a sweet, non-alcoholic syrup made from almonds, sugar, and sometimes floral water, and is widely used as a cocktail syrup. Multiple sources explicitly describe orgeat as a type of syrup, and",2025-08-20T19:26:26.037864
1161,"Stolichnaya lemon vodka (or
other lemon-",ENG,True,,14,Vodka,,"Stolichnaya lemon vodka is a citrus-flavored vodka, produced by infusing Stolichnaya vodka with lemon and other citrus flavors. It is classified as a flavored vodka, which falls under the broader cate",2025-08-20T19:26:27.006024
1168,Thinly sliced lime wheel,ENG,False,,10,Fruits,,"A thinly sliced lime wheel is a garnish made from the whole lime fruit, sliced crosswise. Limes are botanically classified as fruits, and using a wheel as a garnish does not change its category. The m",2025-08-20T19:26:39.457654
1167,"Fresh mandarin (or tangerine)
juice",ENG,False,,13,Juice,,"Fresh mandarin (or tangerine) juice is the liquid extracted from the fruit, used as a non-alcoholic mixer in cocktails. Multiple cocktail recipes specifically refer to 'fresh mandarin juice' or 'fresh",2025-08-20T19:26:40.123378
1166,"Monin passion fruit syrup (or
other passion fruit syrup)",ENG,True,,,,,"Monin passion fruit syrup (and other passion fruit syrups) are non-alcoholic flavoring syrups, as confirmed by multiple sources stating they contain 0.0% alcohol and are used to add sweetness and flav",2025-08-20T19:26:40.596872
1169,Gold or jamaican rum,ENG,True,,1,Rum,,"Gold rum and Jamaican rum are both types of rum, distinguished by their production methods and aging processes. Gold rum is typically aged in oak barrels, giving it a richer flavor and color than whit",2025-08-20T19:26:40.915100
1165,Orange blossom (or tiny purple orchid),ENG,False,,5,Other not alcohol,,"The ingredient 'Orange blossom (or tiny purple orchid)' refers to a decorative edible flower or garnish, not a beverage, syrup, fruit, juice, or vegetable. It is not alcoholic and does not fit into th",2025-08-20T19:26:40.934279
1171,Cachaça or light rum,ENG,True,,1,Rum,,"Both cachaça and light rum are distilled spirits made from sugarcane. Cachaça is produced from fresh sugarcane juice, while rum (including light rum) is typically made from molasses, a byproduct of su",2025-08-20T19:26:51.545005
1174,"99 bananas liqueur (or
crème de banane)",ENG,True,,3,Liqueur,,"99 Bananas liqueur is a banana-flavored alcoholic beverage with 49.5% ABV, explicitly described as a liqueur by multiple authoritative sources[1][2][3][4]. Crème de banane is also a type of banana liq",2025-08-20T19:26:52.244425
